Comment,Annotation
vishnu tiwari ko jaante ho 🤔🤔🤔🤔,Not Hatespeech
​ Ha bhai jante है. । सिर्फ कुछ लोगों के कारण तुम ऐसा कैसे कह सकते हो । अगर बोलना है तो जरा हाथरस की बेटी और इंद्र मेघवाल के बारे मे बोलो और उन दलितो के बारे मे बोलो जिनपर आए दिन अत्याचार होता रहाता है और पुलिस कोई फिर नहीं लिखती । आज भी कई गाँवो मे दलितो को सार्वजनिक स्थानों से पानी पीने की इजाजत नहीं है 😮😢😢😢😢,Not Hatespeech
Ye jat bhot jut bolta h ye kud dalito ko insan tk ni mante,Hatespeech
dusro ka ghar jalne par mat khush ho kal tumhari baari ho sakti hai,Not Hatespeech
"Bhramin na pehle hi kardiya 

Hum nahi srif karma unko vapas Diya 

Bhugtho",Hatespeech
terrorist ke baad tum hi log aate ho next,Hatespeech
"aur tum log terrorists sa bi Ganda 

Jo untouchability practice karthe thi 
Aur 
Sc st ko mar Diya 
Unko padai nahi karne di 
Aur sadak par chalna nahi dete tha


Tum log terrorists sa bi gatiya ho lande 🐷🐷🐷",Hatespeech
"​ 
Tere pariwaar waalo ko maar k dafnadunga",N/A
"bete Ghar Jake soo jha 
Aur free fire khel 🤣🤣🤣",Not Hatespeech
​ bole bhai ❤❤,Not Hatespeech
To jatti suchak gali dete hi kyu ho,Hatespeech
"Is jayga ap hote toh kya karte, hum general mey paida hua kya yeh meri galti hai. Upar vala jisko jaha par rakha hai wo wohi paida hote hai. Kuch toh humanity rakhe. Ultimately hum sab insaan hai. Wo gali Dene 107 Cr.p.c and hum gali dene se  SC ST Act. Wa Bhai wa.",Not Hatespeech
"​ bhai gali galoj ki bat nhi hai...bat atyachar ki hai...discrimination ki hai...nicha dikhana. Aur bhi kai karty.
Toh iska koi hal toh hona chahiye hi na bhai. Waise act lagane wala jhutha nhi hota jb tk wo soshit na ho...warna use kya padi hai bade logo se panga lekar.",Not Hatespeech
"तो क्यों कहते हो 
Act तो लगेगा ही",Not Hatespeech
Stop SC ST act coz they misuse it to ruin life,Hatespeech
"Angrejo se ladayi ladi Veer Jaat, Brahmin, Gurjar, Rajput, ne jabki sc/st ne apne ghutne tek diye. Hum logo ne desh ko aajaadi dilwayi, aur sc/st ne congress (kaale angrez)ko vote dekar  dhokha diya.",Hatespeech
Kaha padhe ho b rss or pandit gaand marwata tha angrej se nahi pata hai,Hatespeech
Gurjar ki jagah sikh likh gujar bhi obc hai,Not Hatespeech
"matlab kuch bhi , bhagwan ne muh diya h to kuch bhi bolega 🤦",Not Hatespeech
Swag marna h to kuch facts se maro na... Mtlb kuchh bhi 🤣,Not Hatespeech
Chamar regiment yaad he beta dekh le social media pe serch mar ke,Hatespeech
Uddhamsingh(cha mar) jisne genral dyer ko assembly mein mara ghuske,Hatespeech
😂abe sale te hi sabse jyada angrejon ki chat te the,Hatespeech
Effect of WhatsApp University 😂,Not Hatespeech
​ beta sahi hi hai tum log namard ho ja ke puch lo bap dada se military mein kon hai😂 tum log to napunsak ho,Hatespeech
"Etna potent Act kyu Diya Gaya, bohot hi khatarnak Act hai sc st atrocities Act. Terrorist sey battar Act hai SC ST atrocities Act.",Not Hatespeech
salo tumhare karan hi desh ki adhogati hui hai. tumhari sister ke sath koi sc st ne rape kiya hai. koi bank se sc st defaulters nahi hue. tum logo ne desh ki economy kharab ki hai.,Hatespeech
tumhari sisters ko deke mughal se bachte the. mughal to tumhare bahnoi hai.,Hatespeech
​​ is hard to digest,Not Hatespeech
"Bhai सोच samjh ke bol chamaro kitna bada ehasan hai india azad krne ke lia..
1) apni regiment ko tyag diya azad hind foj ke lia ...
2) chora chori kand me total chamar the
3)genral dyer ko mara udham singh ravidasi chamar the ...
4) bake chamar jinhone angerezo ko Bhagat singh se phele kaat na chalu kia...
5) Dr bim rao Ambedkr jinhone constitution likha ....
6) Brisa munda ji jinhone jangalo se kranti suru kri st samaj se the
😢😢😢😢aur tum khe rahe ho ki ghumne tek diye",Not Hatespeech
​ kya sbse jyada sc st act obc k upar lagta h,Not Hatespeech
"Abey suar ki aulad vo sahi bol rha hai jaake search kar boobasaheb bambedkar khud angrezo ka Dalal tha 
Vo to angrezo ko rokna chahta tha",Hatespeech
still obc bohut bekar politics khelte hai 😑,Not Hatespeech
"Wah bhai wah kya jhut bola h 
Ham adivasi toh jhopdi me bethe rehte the
Baki toh tum hi krte h hmlogon ka koi yogdan nhi hai wah.
Internet free h jake k dekh pehle phir kehna",Not Hatespeech
"haa bhai 
Shubhash Chandra Bose
Chandrashekhar Azad
Rani Laxmi Bai 
Gandhi 
Ye sab adivasi hi to the 😆",Hatespeech
"​ Munda, br ambedkar,sardar Patel, nilambar ,pitambar,tilka manjhi,chamar rejiment, ye sab tere ristedaar the kya be manuwadi",Hatespeech
Sahi bat he kale angrejo ne .. des aazadi karva diya.    😂😂😂😂 Are dekh le . Pahle . Des ko kisne gulami me dala aur kisne aazad karvaya,Not Hatespeech
Ha tum. Bhadawoo ko to ye hi lgata haii naa tum logo ke karan hi desh chal raha haii. Agrr itne hi mahan the tum log to kyu mughlo ne raaj kiya raaj to kiya par kabhi itahas padhke dekha kon kon angrejooo or mughlo ke talave chaata raha sashan krne ke liye to apne ghr ki betiyo ki saadii bhi mughlo angrejooo se krva di orr yaha tum log desh prem ki baat krte ho. Tum log to aavsarvadii ho jaha fayada dikhta haii wahh kud pdte hoo.,Hatespeech
Tmlogo ne desh ko azad kraya😅😅😅😅 sab lade tab jaakar desh aazad hua. Jhoot bolna koi tmlogo se sikhe😊,Not Hatespeech
Chamar valmiki wale ka sath lake lade c andh bhakat fir bi tum log inke sath dhoka kar gaye inke haq kha gaye a sach hai,Hatespeech
Tu rahn de bde yodha..😂😂😂,Not Hatespeech
"Rani laxmi bai ka jo sath diya jhalkari bai wo adivasi thi , thoda research kar lo ,first freedom fighters were tribals , Tilka Manjhi , Birsa Munda , Kaanu Shidhu ,Jatra Bhagat ,Tantia bhil  a lots of Unsung tribal hero and heroine , Ye baat alag hai ki tere ko pta nahi .",Not Hatespeech
"Aur naam btaun ??? comment section kam padh jayega , Gandhi ji ke supporters tribals bhi rahe hai . Aise hi nahi Tribals ko Cnt act aur pesa act aur adhikar mile hai . koi daan me nahi mila hai .",Not Hatespeech
"Reservation khatam karo ya to sabko do. Itne saalo se muft ke fayde le rahe hain, aur Brahmin 1%, Jaat 1%, gurjar 1%, fir bhi hum savarn??? Majority??? 

Aur mulla 25%, obc 68%, fir bhi minority.",Not Hatespeech
"​ ch toh nahi hai na bhimte , baat khatam .
Aur sabse jyada SC st case tumlog OBC par hi lagate ho",Not Hatespeech
​ sahi bola bhai 70% sc st cases OBC walo par hi lagte hain,Not Hatespeech
Sab sc st me Aya jao agar Reservation Lana te tum logo ne phale kari c haq kha jate tha sc st obc ke fir bi chamar juka nahi sab ko haq diya,Hatespeech
Fuck this mahar constitution,Hatespeech
To esa kam hii karna pde,Not Hatespeech
Galti ki saja jarur milegi...... suicide krne se ...tere jaise log ki soch thori badle gi,Not Hatespeech
Agya swad or bolo jati suchak shabd,Hatespeech
"That's why we keep 1000ft away from these people, one guy in my town was victim of this act, his neighbour with currupt police officer of same category mis used this act to blackmailing him to illigali occupy his land",Not Hatespeech
esa kuj nhi hota,Not Hatespeech
"bsdk mere colony me hua h aisa, ye category wale khule aam gali dete h hamko wo bhi jaati ke naam pe fir bhi baki ham log kuch nahi bol skte sc/st act ke vajah se,isme se ek ne blackmail karke mere neighbour ka 15lakh ka plot kabja ke rkha h, jabardasti usko 1lakh lekar registry karwana pada,bhot jada misuse hota h is law ka",Hatespeech
"abe chadarmod galt use hota hai to case karo, sc st act kabhi nhi hatne wala, ye important hai ise hta diya to jinke sath sachme discriminations hota hai fo unke sath galt hoga,tum chaman chu pehle chup raha karo kisi ko gali mat diya karp",Hatespeech
jhut bolo bas,Not Hatespeech
Pta to chlna chaiye.... Ki hm pichhadi jaat k logo ko torture kroge... To kya ho skta..... Is desh k log kbi ni apnaynge hme.....,Hatespeech
किसी ने कुछ कहा उसकी सजा किसी निर्दोष को दोगे ?,Not Hatespeech
"This law is misused 95% of times, that's why we think 1000 times to befriend or talk such people,one of such case recently happened in my town,one guy misused to illigaly occupy land of his neighbour",Not Hatespeech
Ha bhai... 95% time to ese bol diya h apne jese...khud survey kr k aye hoge....Sb Hindu Rajao ko mahan Btate h or un k vanshaj bhut garv krte h....Itne mahan the to Shudro ko samaj se alg q rkha...samaj me darja dete unhe...Shudro ki Maa- Betiyu k sath srf ..Sex pleasure....Q ni pdhte ho History...Paddho ja k....Agr koi Shudra ya lower caste kuchh ban jaye to sbki jlti h....Kya hi bolu ...iss cheez pr...Samanya Darja to hme aj tk ni diya gya h....Bss Reservation or Fundamental Rights h...vrna tm sb hme Kha jate or kahi ka ni chhodte....,Hatespeech
"aaj ke jamane me koi differenciate nahi karta, tum log hi Rona rote ho jaat ka,aur ye mai nahi bol rha ,survey bol rha h, dekhlo online",Not Hatespeech
bhai tu servey apni muh se nikalta h ky... Ya gand se... Yeh sb dikhate hi glt information h... One who goes through it only knows the truth. Reality is much bigger then your small thought.,Not Hatespeech
​ tum hamare CHATRAPATI SHIVAJI MAHARAJ ke bare me jante bhi ho unki history kabhi ache se padhi hai tumne ?,Not Hatespeech
I m not dignifying Anyone....But koi itna mahan ni tha....Mahan hote to Jo lower caste system tha unhe equality ka darja dete... Constitution ane k bad equality q mili.....??? Answer Dene ki koshish zaroor Krna...,Not Hatespeech
achha jb esa tha to Constitution q bna Baba Saheb ne ...q zarurat padhi....or unhone to kbi ni liya kisi Ruler ka name....kuchh b bolne se ni hota h mere bhai....Pile up krne se defend kitna kr paoge cheezo ko 😅😅... Virtual duniya se bhr niklo....or fact jo h unko bolo....,Not Hatespeech
Or  do  bjp  Congress ko votes....in dono parties ne he bnaya yeh kanoon.,Not Hatespeech
Mayawati or congress ne bnya he,Not Hatespeech
"supreme court ne hata diya tha, modi ne wapis ladiya 4saal phle",Not Hatespeech
Constitution kisne banaya yeh pta... 😂   Bhai tu rehnde,Not Hatespeech
lana hi tha wpis...  Stupid thing done can't last for long.,Not Hatespeech
Phele paap po ka saja ha ..,Not Hatespeech
मामले की पूरी जांच हो...निष्पक्ष...और इसी मामले की क्यों सब मामलो की हो मिर्चपुर की भी हो..और भी जहा कांड हुए उनके भी हो दोषी कोई बचे नही और निर्दोष कोई फसे नही.....उच्च जातियों ने भी कोई कम दर्द नही दिया है दलितों को...बाकी झूठ बोलकर भी किसी को फसाया नही जाना चाहिए....,Not Hatespeech
Yes ..im agree agr koi glt krta h to use saza mil ni chahiye bt aisa bhi ni h ki dalit st sc ko koi kuch  ni krta,Not Hatespeech
1/2  rhwe ge kitna Koch kar lo nuwe rhwe ge ye,Not Hatespeech
Sahi kiya...sala criminal lg raha hai sakal se he😂,Hatespeech
"Tere Bhim ki ma ka ch
 00 t",Hatespeech
bhosdika lga la faasi,Hatespeech
"daru pikar gali de rhe the  Bhai  ek baar sun li thi socha gaali hi To de rha he  baad me ladke lekar aa gya wah apne samaj ke 
Fir hum logo ne koot diya unko 
  case ban gya ki humne daru pikar maarpeet ki",Not Hatespeech
"@@शिवम्यादव-ख2ण bhi but apne use gali di bura mat manana jab log apko ahir gawala, gaiaala, etc jati suchak shabd bolta hai to apko bhi bura lgta hoga vo alag baat hai koi apne sath castism nhi karta but algli bar dyar rkhna kisi ko gali mat dena bina kisi resion ke baki khoos rahi☺️",Not Hatespeech
"@@शिवम्यादव-ख2ण but log agar sc st act ka galat istemaal krte hai vo galat hai, but vo bhi insan hai unko bhi respect chaye ko unhen gali na de sab insan ek hi hota hai koi chota barra nhi hota👍",Not Hatespeech
mene gali nhi di ushne di thi phle Bhai,Not Hatespeech
ek baar humne gaali sunli thi fir ushke baar to maarne aa gya tha mujhe Bhai,Not Hatespeech
"@@शिवम्यादव-ख2ण bhi ese logo se doori bna ke rakho kuj bhrosa nhi ho kya krde, agr koi problem ho jay to mafi mang ke side maro ese logo ko kyunki agar app apne parivar se pyar karte ho to ese lafrro mai parna bhi nhi chaye",Not Hatespeech
Jai bhim ❤️🌹🙏,Not Hatespeech
"अरे भाई जब आप किसी Sc/St के लोगों के साथ गलत नहीं करोगे तो बिना मतलब का कोई किसी पर आरोप नही लगवाएंगे,आज भी लोग sc/St ke लोगों से नफरत करते हैं।उनको जानवर समझा जाता है,अगर वो किसी भी सतंभ के सहारे खड़े हैं,तो वो है संविधान,इसके लिए कोर्ट हैं।",Not Hatespeech
सही कहा 👍,Not Hatespeech
Sahi kaha bhai,Not Hatespeech
"Sdggv tumhare baap dadao ne bhi ye 
Angreji ki rotiya todi he beta",Not Hatespeech
"Sdggv tumara kam he sirf desh ko barbad karna agar tum is matrabhumi bharat ke bare me sochte to kisiko esa ni bolte bhai 
Sab milke desh ko aage badhao yrr kyu desh ko andar se tod rhe ho 
🇮🇳",Not Hatespeech
Sdggv isliye hiii teri soch itni ghatiya he jo desh se pehle khud ka sochta he,Not Hatespeech
