Comment,Annotation
"Abe chamar log, tumhari aukat kya hai? 😠 Tum toh bas gaand ghiso!",Hatespeech
In bhangi auraton ko toh bas bartan dhona aata hai. 🤮 Upar se reservation ka fayda uthati hain!,Hatespeech
Yeh brahmin log hamesha apne aap ko superior samajhte hain. 😒 Dusron ko neecha dikhane mein maza aata hai inhe.,Hatespeech
"Abe, yeh chamar log kitne ghatiya hain yaar. Koi izzat hi nahi hai inki. 🤮",Hatespeech
"Reservation toh in bhangi logon ko milta hai, aur naukri bhi. Hum general waale toh bas dekhte reh jaate hain.😡",Hatespeech
"In dalit auraton ko toh koi bhi chd deta hai, phir kehte hain humare saath bhedb",Hatespeech
"Yeh brahmin toh khud ko superior samajhte hai, aur dusron ko neecha dikhate hai. 😠",Hatespeech
"Abe bhangi, tumhari toh aukat hi kya hai humare saamne? 😤",Hatespeech
"Dalit log hamesha victim card khelte hai,",Hatespeech
"Inhe toh bas reservation chahiye, koi kaam dhanda nahi. Ye chamar log toh aise hi hain! 😡",Hatespeech
"Arre yaar, yeh bhangi log kitne gande hote hain, har jagah gandh macha dete hain.🤮",Hatespeech
"Upper caste waale toh bas loot machate hain, aur in dhobi jaise logon ko kuch nahi milta.😡😡",Hatespeech
"Abe chamar log, tumhari aukaat kya hai humko judge karne ki? 😠",Hatespeech
"In bhangi logon ko toh bas reservation chahiye, kuch aur nahi aata. 😡🤬",Hatespeech
"Kya karoge dom ho kar, tumhari toh koi izzat hi nahi hai. 🤮",Hatespeech
"Dekh bhai, yeh kaurav wale toh bas dhandhli karte",Hatespeech
"In chamar logon ko toh bas reservation chahiye, kuch kaam dhaam nahi hai 😡",Hatespeech
"Yeh bhangi log, saaf safai ka kaam karte hain aur apne aap ko superior samajhte hain, hypocrites! 😠",Hatespeech
"Upper caste wale toh sirf dalit ko neecha dikhana jaante hain, aur koi kaam nahi hai inke paas 😠😡",Hatespeech
"In chamar logon ko koi respect nahi deta, they're always seen as inferior. 😠",Hatespeech
"Yeh bhangi log hamesha reservation ki baat karte hain, koi kaam dhanda toh hai nahi! 😡",Hatespeech
"Upper caste walon ko hi sab kuch milta hai, dalit toh bas rote rehte hain. 😭",Hatespeech
Kya dhobi log kabhi sudhar,Hatespeech
"In chamar logon ko koi izzat nahi deni chahiye, they are just meant to serve. 😠",Hatespeech
"Yeh bhangi log, inke toh bas gandagi karne ka kaam hai. 🤮 Apna kaam karo aur chup raho!",Hatespeech
"Abe brahmin, tum log toh bas jaati ka ghamand karte ho. Kuch kaam toh karte nahi. 😡",Hatespeech
"Abe chamar log, tumhari toh aukat hi nahi hai humare saath competition karne ki. Tum toh bas gaav mein hi raho 😠.",Hatespeech
"In bhangi logo ko toh sirf safai karwao. Koi rights nahi chahiye, BC! 😤",Hatespeech
"Yeh dusadh kabhi nahi sudhrenge. Inka toh bas reservation chahiye, aur kuch nahi. 😡",Hatespeech
"Abe chamar log, tumhari aukat kya hai? 😡 Tum toh bas gaay charao.",Hatespeech
In bhangi logon ko koi izzat nahi deni chahiye. 😠 Ye toh gandi naali ke keede hain.,Hatespeech
"Dekho, ye brahmin kya bakwaas kar rahe hain? 🙄 Inko toh sirf apna matlab hai, dusron ki koi fikar nahi.",Hatespeech
"In chamaro ko toh koi izzat hi nahi deta, always acting like they deserve everything 😠😡",Hatespeech
"Yeh bhangi log, inke paas koi self-respect nahi hai. Always begging for handouts, lol 😂",Hatespeech
"Upper caste wale toh hamesha dalit logon ko neecha dikhate hain, yeh toh common hai yaar. 😤😤",Hatespeech
"Abe, ye chamar log kabhi sudhrenge nahi! Apna level toh dekho, phir baat karo. 😡",Hatespeech
In bhangi logon ko toh bas reservation chahiye. Koi kaam dhanda toh hai nahi inke paas. 😠,Hatespeech
"Kya drama hai, ye dalit log har jagah sympathy lene aa jaate hain. Kuch toh sharam karo! 🙄",Hatespeech
"In ch ke bachho ko koi izzat nahi deni chahiye, bc. 😡",Hatespeech
"Bhangi log hamesha reservation ka rona rote hain, koi kaam-dhanda toh hai nahi. 🙄",Hatespeech
"Yeh chamar kabhi sudhar nahi sakte, inki aukat hi nahi hai kuch karne ki. 😠Abe chamar log, tum logo ko reservation chahiye, par izzat nahi? Double standards, yaar! 😡",Hatespeech
In bhangi ko toh sirf jhaadu lagane ka kaam dena chahiye. Kya faltu ka dimag lagate hain yeh log! 🤮,Hatespeech
"Dekh bhai, yeh brahman apne aap ko superior samajhte hain. Unke paas paisa hai toh kya, dil toh",Hatespeech
"Abe chamar log, tumhari aukat kya hai? 😡 Tum toh sirf gaali dene ke layak ho! 🤬",Hatespeech
Yeh bhangi toh bas gandagi karte hain. 🤮 Inhe toh saaf karne ka hi kaam dena chahiye. 😠 Kitne ghatiya log hain!,Hatespeech
"In dalit logon ko toh reservation milta hai, par kaam kuch nahi karte! 🙄 Free ka",Hatespeech
"Abe chamar log, tum logon ko toh bas reservation chahiye, aur kuch nahi! 😠",Hatespeech
In bhangi logon ki toh aukat hi nahi hai hum thakurs ke barabar hone ki. 😤,Hatespeech
"Dekho, ye dalit log aajkal kitna drama karte hain, jaise inki koi sunta hi nahi. BC, sabko pata hai inki kya history hai",Hatespeech
"Abe, ye chamar log toh bas reservation ka fayda uthate hain. Koi kaam toh karte nahi. 😠",Hatespeech
In bhangi logo ko toh gaon se bahar nikal dena chahiye. Saare gandagi failate hain! 🤮,Hatespeech
"Dekha, dom aur chandal ek saath aa gaye! Inke toh aukaat hi nahi hai humse baat karne ki.",Hatespeech
"In chamar logo ko koi izzat nahi deni chahiye, ye toh sirf reservation ka faida uthate hai. 😡",Hatespeech
"Yeh bhangi log hamesha gandi harkatein karte hain, inki toh aukaat hi nahi hai kuch karne ki. 😠",Hatespeech
"Upper caste waale toh bas dalit logon ko neecha dikhate hain, unhe toh koi haq hi nahi milta.",Hatespeech
"In saare chamar logon ko toh bas reservation chahiye, kuch aur nahi. 😠",Hatespeech
"Yeh bhangi log toh gandagi failate hain, koi kaam dhanda nahi hai. 🤮",Hatespeech
"Upper caste wale toh bas chura jaise hain, har jagah ghus jaate hain, koi respect nahi. 😡",Hatespeech
"Abe bhangi, tumhari toh aukaat hi kya hai hum thakur logon ke saamne? 😠",Hatespeech
Kya dalit log bhi kabhi aage badh payenge? Inki toh soch hi neechi hai. 🤮,Hatespeech
"In chmaar log ko toh koi izzat hi nahi deta, sala koi kaam dhanda bhi nahi karta 😡",Hatespeech
"Yeh bgi toh bas reservation ki wajah se aage badhte hai, koi talent nahi hai inme. 😠",Hatespeech
"Sab dalit mil kar bhi kuch nahi kar sakte, inki toh soch hi neechi hai. 🤮",Hatespeech
"Abe chamar log, tum logon ko koi izzat nahi dega! 😠 Tumhari aukat kya hai?",Hatespeech
"In bhangi logon ko toh bas reservation chahiye, aur kuch nahi. Desh ko barbaad kar diya hai! 😡😡",Hatespeech
"Dekh bhai, thakur aur brahmin toh hamesha se ruling class rahe hain, inki toh baat hi alag hai, ba",Hatespeech
"Arre yaar, ye bhangi log na, hamesha gandagi failate hain. Cleanliness inka kaam nahi hai. 😤",Hatespeech
"Dekh bhai, dom jaise log kabhi badal nahi sakte. Inki toh aukaat hi neeche hai. 😠",Hatespeech
"Abe, ye chamar log toh bas reservation ka fayda uthate hain! 😠 Inko toh koi kaam-dhanda bhi nahi aata.",Hatespeech
In bhangi logon ko toh koi izzat hi nahi hai! 🤮 Sadiyon se gandi bastiyon mein hi pade hain. 😤,Hatespeech
"Yaar, ye dalit log hamesha hamari success se jalte hain. 😡",Hatespeech
"Abe chamar log, tumhari aukat kya hai? Just stay in your lane. 😠",Hatespeech
"In bhangi logon ko toh bas reservation chahiye, aur kuch nahi. Sabko same level pe aane mein problem hai inko. 🤬",Hatespeech
"Ye baniya toh hamesha paisa banata hai, kabhi gareebo ki nahi sunta. Khudko upper caste samajhte hai! 😡",Hatespeech
"Abe chamar log, tum logon ko koi izzat nahi deta, samajh mein aata hai? 😠 Tumhari toh aukat hi nahi hai!",Hatespeech
"In bhangi logon ko reservation milta hai, aur hum general waale struggle kar rahe hain. Koi sense hai is baat ka? 😡",Hatespeech
"Dekho, yeh dom caste waale toh hamesha gandi harkatein karte hain. Ekdum",Hatespeech
Yeh chamar log toh bas reservation ka fayda uthate hain! 😠 Inko toh koi kaam dhanda aata hi nahi hai. 😡,Hatespeech
General category waale toh bas bhangi logon ko neecha dikhate hain. 😤 Unhe toh koi izzat hi nahi deta hai. 🤬,Hatespeech
Abe dhobi! Tumhari aukaat kya hai humse baat karne ki?,Hatespeech
"Abe chamar log, tumhari toh aukat hi nahi hai hamare barabar hone ki. 😂",Hatespeech
In bhangi logon ko toh bas gandagi karne aata hai. Koi kaam dhanda nahi hai. 😠,Hatespeech
Yeh dhobi saare ke saare reservation ke chakkar mein aage badh rahe hain. 😡,Hatespeech
Kya hai yeh dalit drama?,Hatespeech
"Arre yaar, yeh bhangi log kabhi sudhrenge nahi. Sab gandagi failate hain. 🤮",Hatespeech
"Upper caste walon ko toh bas dalit logon ko neecha dikhana hai, aur kuch nahi. Hypocrites! 😠",Hatespeech
"Abe, ye chamar log toh bas reservation ke naam pe aish karte hain. 😡",Hatespeech
"In bhangi logon ko toh koi izzat hi nahi deta. 🙄 Deserving candidates ko opportunity milni chahiye, inko nahi!",Hatespeech
"Dekha, dhobi log kaise hamare saath gandi harkatein karte hain? 😠 Yaar, inki toh aukaat hi nahi hai!",Hatespeech
"Abe chamar log, tum logon ko reservation chahiye, par izzat nahi? Double standards, yaar! 😡",Hatespeech
"In bhangi logon ko toh bas safai karne ka hi kaam dena chahiye. Unka toh yahi dharm hai, samajhte ho? 🤮",Hatespeech
"Brahmin kabhi nahi sudhrenge! Kitna bhi try karlo, yeh log apni superiority complex se bahar hi nahi aate.",Hatespeech
"In 😡 chamar logon ko toh bas reservation chahiye, kuch kaam dhanda toh aata nahi hai! 😠",Hatespeech
"Dekho bhai, ye bhangi log toh sirf gandagi failate hain, aur kuch nahi! 🤮🤮",Hatespeech
"Kitna bhi try karlo, ye dhobi kabhi bhi humare level pe nahi aa sakte. Unki aukat hi alag hai! 😤",Hatespeech
"Abe, ye chamar log kitne ghatiya hain yaar. Unki aukat hi kya hai? 🤮",Hatespeech
"In bhangi logon ko koi izzat nahi deni chahiye. Sab gandagi failate hain, bc. 😡",Hatespeech
Kya fayda in dom se baat karne ka? Kuch nahi samajhte. Desh ko barbaad kar rahe hain. 😠,Hatespeech
"Abe, ye chamar log na, bas reservation ka fayda uthate hain! 😠 They think they are equal now, lol.",Hatespeech
"In bhangi logon ki aukat kya hai? They should just stick to their jobs, samajh rahe ho? 😡",Hatespeech
"Dekho, ye dhobi kabhi sudhar nahi sakte. Always trying to act 'upper class' but still have that ganda",Hatespeech
Yeh chamar log toh bas reservation ka fayda uthate hain. Koi kaam toh karte nahi. 😠,Hatespeech
"In bhangi logon ko toh koi izzat hi nahi deta. Kitna bhi koshish karlo, neeche hi rahenge. 🤮",Hatespeech
Kya brahmin ho bhai? Attitude toh dekho jaise pura desh inhone hi banaya hai! 🙄,Hatespeech
"Abe, ye chamar log toh bas reservation ke naam pe aish karte hain! 😡",Hatespeech
In bhangi logon ko toh koi izzat hi nahi hai yaar. They are always begging for things. 😠,Hatespeech
Upper caste wale toh bas dhobi ko neecha dikhane mein lage rehte hain. 😠 Inko toh koi aur kaam hi nahi hai.,Hatespeech
"In chamar logo ko toh koi izzat hi nahi deta, bc! 😠",Hatespeech
Upper caste wale toh bas bhangi ko neecha dikhane mein lage rehte hain. Matlab kuch bhi! 😡,Hatespeech
"Abe baniya , apni aukat mein reh! Tum log toh bas paisa kamaane ke liye paida hue ho. 🤬",Hatespeech
 Dalit log toh hamesha reservation,Hatespeech
"Yeh chamar log toh bas reservation ka fayda uthate hai, aur kuch nahi! 😡",Hatespeech
"In bhangi logo ko toh koi izzat hi nahi deta, inki toh aukaat hi nahi hai! 😠",Hatespeech
"Dekho, yeh dalit toh hamesha humari barabari karne ki koshish karte hain, sala inferiority complex hai inko. 😤",Hatespeech
"Abe chamar log, tumhari aukat kya hai? 😠 Tum toh sirf gaadi saaf karne ke liye bane ho! 😡",Hatespeech
"In bhangi logon ko toh koi izzat hi nahi deta. They are so low, yaar. 🤮 Inko toh desh se bahar nikal dena chahiye.",Hatespeech
"Dekho, ye dom log, inki soch toh aaj tak badli hi nahi.",Hatespeech
Yeh bhangi toh sirf safai karney ke liye paida hue hai. Unka koi izzat nahi hai. 😠,Hatespeech
"Upper caste wale dalit ko kabhi aage badhne nahi denge, unko toh sirf neecha dikhana hai. 🤬",Hatespeech
"In 😠 chamars, they're always trying to act like they're better than us. Ek number ke low-lifes!",Hatespeech
"Why do these 😡 brahmins think they're so superior? It's always 'we're the best, you're the worst'! 😒",Hatespeech
These 😠 dalits should just stay in their place. Their reservation is a joke and they are not worthy of anything. Bes,Hatespeech
"In chamar people ko toh bas reservation chahiye, kuch aata jaata toh hai nahi. 😡",Hatespeech
"Arre yaar, ye brahmin log na, har cheez mein apna superiority dikhate hain. Attitude dekho inka! 🙄",Hatespeech
"Kya hai ye dalit log, hamesha victim card khelte hain. Koi kaam toh karte nahi! 😠",Hatespeech
"In chamar logon ko toh koi izzat hi nahi deni chahiye, they're so beneath us! 😠🤬",Hatespeech
"Arre yaar, ye bhangi log toh bas gandagi failate hai. They should just stay in their own areas! 🤮🤢",Hatespeech
"Dekho, dom waale aaj kal kitna aage badh rahe hai, but unki aukat toh wahi hai, nee",Hatespeech
Yeh chamar log toh bas reservation ke naam pe aish karte hain! 😡,Hatespeech
"In bhangi logon ko toh koi izzat hi nahi deta, gandagi failaate hain bas. 🤮",Hatespeech
Upper caste waale toh bas dalit logon ko neecha dikhane mein lage rehte hain. 😠,Hatespeech
"Abe, dhobi log, apni aukaat mein",Hatespeech
"Arre, ye chamar log na, bas reservation ka fayda uthate hain. Kuch kaam-dhanda toh karte nahi 😡.",Hatespeech
In bhangi logon ko toh bas gandagi karne aati hai. Saaf-suthra rehna toh inke bas ki baat hi nahi hai 🤮.,Hatespeech
"Kya thakur bhai, tum log toh bas gaon mein dabake rakhte ho. Dus",Hatespeech
"Abe chamar log, tumhari aukaat kya hai? 😠 Tumhe toh bas gaali dene ka haq hai, aur kuch nahi. 😡",Hatespeech
In bhangi logon ko koi izzat nahi deta. They are always begging for help. 🤮 Yeh toh sirf gandagi failate hain. 😤,Hatespeech
"Upper caste wale toh sirf dikhawa karte hain, but dalit log toh h",Hatespeech
"Abe chamar log, tumhari aukaat kya hai, bas reservation ka fayda uthate ho! 😡",Hatespeech
"Yeh bhangi toh saare gandagi failate hain, inko toh safai karamchari hi rehna chahiye! 🤮",Hatespeech
"Dekh bhai, dalit ho toh apni jagah raho, hum thakur log toh upar hi rahenge, sam",Hatespeech
"Abe chamar log, tumhari aukaat kya hai? Just shut up! 😠",Hatespeech
"In bhangi logon ko toh bas reservation chahiye, kuch kaam-dhanda nahi karna. 😤",Hatespeech
Kya chutiya logic hai re dom? Tum log toh bas gandagi failate ho. 🤮,Hatespeech
"Upper caste walon ko gaali dene wale, tum dhobi",Hatespeech
"Abe chamar log, tumhari aukat kya hai? 😠 Tum toh sirf gaali dene ke layak ho. 😡",Hatespeech
"Yeh bhangi toh sirf safai karne ke liye bane hai, inko koi respect nahi deta! 🤮🤮🤮",Hatespeech
"In dalit logon ko toh bas reservation chahiye, mehnat toh inki hoti nahi hai. 😤😤😤",Hatespeech
"Abe chamar log, tumhari aukaat kya hai? Tumhe toh sirf jhaadu lagana aata hai! 😡",Hatespeech
In bhangi logon ko toh koi izzat hi nahi deta. They are always begging for everything. 😠🤮,Hatespeech
"Dekho, yeh dom caste wale, inki toh history hi gandi hai. They are all criminals, fr.",Hatespeech
Yeh chamar log toh bas reservation ka fayda uthate hai. Koi kaam toh aata nahi. 😡,Hatespeech
In bhangi logo ko toh sanitation mein hi rehna chahiye. Koi aur kaam inke bas ki baat nahi hai! 🤮,Hatespeech
"Dekho, yeh dhobi log hamesha hamare saath competition karne ki koshish karte hain. Inki aukaat kya hai? 😠",Hatespeech
"In chamar logon ko toh bas reservation chahiye, aur kuch nahi. 😠",Hatespeech
Why do these bhangi people always act so entitled? Upar se attitude bhi hai! 🙄,Hatespeech
General category walon ko kitna suffer karna padta hai in dalit ke karan. Such a shame! 😡,Hatespeech
"Abe chamar log, tum logon ko toh bas reservation chahiye, aur kuch nahi. 😠",Hatespeech
"Dekh bhai, Bhangi toh bas gandagi saaf karne ke liye bane hain, unko kya samajh aayega development ka? 🤮",Hatespeech
"Ye Dom log toh hamesha gareeb hi rahenge, inki toh kismat hi kharab hai. 😒 Koi kaam dhand",Hatespeech
"Abe, ye chamar log kitne ghatiya hote hain yaar. 🤮 Inki soch toh dekho!",Hatespeech
In brahmin ki aukat kya hai? Bas dusron ko neecha dikhana aur apna ullu seedha karna. 😠,Hatespeech
Kya hai ye dalit log? Reservation ke naam pe desh ko barbaad kar rahe hain. 😠😠,Hatespeech
"In chamar logon ko toh bas reservation chahiye, kuch kaam dhanda toh aata nahi hai 😡",Hatespeech
Kya bhangi log kabhi sudhrenge? Hamesha gandagi failate hain 🤮,Hatespeech
"Dekho bhai, brahmin log toh bas dikhawa karte hain, asliyat mein toh koi izzat nahi deta unko 🤣",Hatespeech
"Abe chamar log, tumhari aukaat kya hai? 😡 Tum toh bas gaand ghiso.",Hatespeech
"In bhangi logon ko koi izzat nahi deta. They are always considered inferior, you know? 🤮",Hatespeech
"Dekh bhai, dalit hai toh apni jagah reh. Upper caste ke saath competition karne ki koshish mat kar. 😠",Hatespeech
"In chamar logon ko koi izzat nahi deni chahiye, they are just a burden on society. 😠",Hatespeech
"Yeh bhangi log hamesha reservation ki baat karte hain, koi kaam toh karte nahi. 🙄",Hatespeech
"Dekho, dhobi log aaj bhi wohi ghatiya kaam kar rahe hain, koi progress nahi. 🤮",Hatespeech
"Abe chamar log, tumhari aukaat kya hai? 😠 Tumhe toh sirf jhaadu lagana aata hai! 😡",Hatespeech
In bhangi logon ko koi izzat nahi deta. They are always begging for reservations. 🙄 Kitna girao ge?,Hatespeech
Yeh dalit kabhi sudhar nahi sakte! Inki toh soch hi ghatiya hai. 🤮 Always playing the victim card,Hatespeech
"Abe chamar log, tumhari aukaat kya hai? Always begging for handouts, sala! 😠",Hatespeech
"In brahmin ke bachon ko toh bas reservation chahiye. Koi kaam dhanda nahi, sirf entitlement dikhate hain. 😡",Hatespeech
"Dekha, ye bhangi log kaise baat karte hain? They are so uneducated and always making a mess. 🙄",Hatespeech
"In chamar logon ko toh bas reservation chahiye, aur kuch nahi! 😡",Hatespeech
"Yeh bhangi log, kabhi sudhrenge nahi. Always creating problems, yaar! 😠",Hatespeech
"Dekho, dalit aur baniya ek saath nahi reh sakte. It's impossible, samajh rahe ho? 😤",Hatespeech
In kshatriya ki toh aukat hi nahi hai,Hatespeech
"In chamar logon ko toh bas reservation chahiye, kuch kaam dhanda toh aata nahi 😡",Hatespeech
"Dekho, dom log aa gaye! Inko toh bas gali dene mein maza aata hai.🤬",Hatespeech
